20150059|2|2|J.Lupul|1
20150059|3|1|T.Bozak|1
20150059|3|2|M.Rielly|1
20150059|4|1|S.Matthias|1
20150059|4|2|B.Boyes|2
20150059|5|1|S.Hartnell|1
20150059|5|2|C.Goloubef|1
20150059|6|1|R.Johansen|5
20150059|6|2|B.Saad|1
20150059|7|1|D.Phaneuf|4
20150059|7|2|D.Winnik|2
20150059|8|1|D.Winnik|3
20150059|8|2|M.Rielly|2
20150059|9|1|P.Holland|1
20150059|9|2|M.Grabner|1
20150060|1|1|K.Versteeg|2
20150060|2|1|E.Staal|1
20150060|2|2|K.Versteeg|3
20150060|3|1|R.Hainsey|1
20150060|3|2|B.McGinn|1
20150060|4|1|H.Zetterberg|6
20150060|5|1|T.Tatar|2
20150060|5|2|B.Richards|2
20150060|6|1|J.Skinner|1
20150060|6|2|E.Staal|2
20150060|7|1|B.Malone|2
20150060|7|2|J.McClement|1
20150060|8|1|D.Larkin|4
20150061|1|1|S.Bennett|1
20150061|1|2|M.Frolik|3
20150061|2|1|B.Wheeler|4
20150061|2|2|A.Ladd|3
20150061|4|1|B.Little|1
20150062|1|1|J.Schwartz|4
20150062|1|2|C.Gunnarsson|1
20150062|2|1|V.Tarasenko|3
20150062|2|2|P.Stastny|4
20150062|3|1|V.Tarasenko|4
20150062|3|2|A.Steen|4
20150062|4|1|L.Sbisa|1
20150062|5|1|T.Brouwer|4
20150062|5|2|C.Gunnarsson|2
20150062|6|1|A.Burrows|3
20150062|6|2|B.Sutter|2
20150062|7|1|B.Hutton|3
20150062|7|2|B.Sutter|3
20150063|1|1|A.Tanguay|3
20150063|1|2|N.Holden|2
20150063|2|1|N.Holden|3
20150063|2|2|M.Grigorenko|1
20150063|3|1|C.Soderberg|3
20150063|3|2|B.Comeau|1
20150064|1|1|M.Lucic|1
20150064|1|2|J.Carter|2
20150064|2|1|Z.Parise|2
20150064|2|2|R.Suter|5
20150064|3|1|T.Pearson|1
20150065|1|1|H.Zetterberg|7
20150065|3|1|A.Galchenyuk|4
20150065|3|2|D.Desharnais|4
20150065|4|1|B.Gallagher|4
20150066|1|1|R.Josi|2
20150066|2|1|K.Turris|3
