20150039|MON|Carey Price|1|4|0|
20150039|MON|Carey Price|2|15|2|
20150039|MON|Carey Price|3|14|0|
20150039|MON|Carey Price|T|33|2|
20150039|PIT|EMPTY NET|1|| |
20150039|PIT|EMPTY NET|2|| |
20150039|PIT|EMPTY NET|3|| |
20150039|PIT|EMPTY NET|T|| |
20150039|PIT|Marc-Andre Fleury|1|7|1|
20150039|PIT|Marc-Andre Fleury|2|12|1|
20150039|PIT|Marc-Andre Fleury|3|11|1|
20150039|PIT|Marc-Andre Fleury|T|30|3|
20150040|SJ|EMPTY NET|1|| |
20150040|SJ|EMPTY NET|2|| |
20150040|SJ|EMPTY NET|3|| |
20150040|SJ|EMPTY NET|T|| |
20150040|SJ|Martin Jones|1|8|0|
20150040|SJ|Martin Jones|2|12|0|
20150040|SJ|Martin Jones|3|11|0|
20150040|SJ|Martin Jones|T|31|0|
20150040|WAS|Braden Holtby|1|17|1|
20150040|WAS|Braden Holtby|2|10|2|
20150040|WAS|Braden Holtby|3|3|0|
20150040|WAS|Braden Holtby|T|30|3|
20150040|WAS|EMPTY NET|1|| |
20150040|WAS|EMPTY NET|2|| |
20150040|WAS|EMPTY NET|3|2|2|
20150040|WAS|EMPTY NET|T|2|2|
20150041|CAR|Eddie Lack|1|14|1|
20150041|CAR|Eddie Lack|2|5|0|
20150041|CAR|Eddie Lack|3|10|2|
20150041|CAR|Eddie Lack|T|29|3|
20150041|CAR|EMPTY NET|1|| |
20150041|CAR|EMPTY NET|2|| |
20150041|CAR|EMPTY NET|3|1|1|
20150041|CAR|EMPTY NET|T|1|1|
20150041|FLO|Al Montoya|1|7|0|
20150041|FLO|Al Montoya|2|8|1|
20150041|FLO|Al Montoya|3|8|0|
20150041|FLO|Al Montoya|T|23|1|
20150042|DET|EMPTY NET|1|| |
20150042|DET|EMPTY NET|2|| |
20150042|DET|EMPTY NET|3|| |
20150042|DET|EMPTY NET|T|| |
20150042|DET|Jimmy Howard|1|7|0|
20150042|DET|Jimmy Howard|2|4|0|
20150042|DET|Jimmy Howard|3|10|1|
20150042|DET|Jimmy Howard|T|21|1|
20150042|TB|Ben Bishop|1|8|0|
20150042|TB|Ben Bishop|2|8|1|
20150042|TB|Ben Bishop|3|7|1|
20150042|TB|Ben Bishop|T|23|2|
20150042|TB|EMPTY NET|1|| |
20150042|TB|EMPTY NET|2|| |
20150042|TB|EMPTY NET|3|1|1|
20150042|TB|EMPTY NET|T|1|1|
20150043|DAL|EMPTY NET|1|| |
20150043|DAL|EMPTY NET|2|| |
20150043|DAL|EMPTY NET|3|| |
20150043|DAL|EMPTY NET|T|| |
20150043|DAL|Kari Lehtonen|1|9|0|
20150043|DAL|Kari Lehtonen|2|13|2|
20150043|DAL|Kari Lehtonen|3|6|0|
20150043|DAL|Kari Lehtonen|T|28|2|
20150043|EDM|Anders Nilsson|1|18|1|
20150043|EDM|Anders Nilsson|2|14|1|
20150043|EDM|Anders Nilsson|3|19|1|
20150043|EDM|Anders Nilsson|T|51|3|
20150043|EDM|EMPTY NET|1|| |
20150043|EDM|EMPTY NET|2|| |
20150043|EDM|EMPTY NET|3|1|1|
20150043|EDM|EMPTY NET|T|1|1|
20150044|CAL|EMPTY NET|1|| |
20150044|CAL|EMPTY NET|2|| |
20150044|CAL|EMPTY NET|3|| |
20150044|CAL|EMPTY NET|T|| |
20150044|CAL|Jonas Hiller|1|14|1|
20150044|CAL|Jonas Hiller|2|9|3|
20150044|CAL|Jonas Hiller|3|5|0|
20150044|CAL|Jonas Hiller|T|28|4|
20150044|STL|Brian Elliott|1|7|2|
20150044|STL|Brian Elliott|2|3|0|
20150044|STL|Brian Elliott|3|8|1|
20150044|STL|Brian Elliott|T|18|3|
20150045|LA|EMPTY NET|1|| |
20150045|LA|EMPTY NET|2|| |
20150045|LA|EMPTY NET|3|1|1|
20150045|LA|EMPTY NET|T|1|1|
20150045|LA|Jonathan Quick|1|7|0|
20150045|LA|Jonathan Quick|2|14|2|
20150045|LA|Jonathan Quick|3|4|0|
20150045|LA|Jonathan Quick|T|25|2|
20150045|VAN|Ryan Miller|1|5|0|
20150045|VAN|Ryan Miller|2|4|0|
20150045|VAN|Ryan Miller|3|6|0|
20150045|VAN|Ryan Miller|T|15|0|
20150046|CLM|EMPTY NET|1|| |
20150046|CLM|EMPTY NET|2|| |
20150046|CLM|EMPTY NET|3|1|1|
20150046|CLM|EMPTY NET|T|1|1|
20150046|CLM|Sergei Bobrovsky|1|7|1|
